1993	1.051615384615385
1994	1.0613076923076923
1995	1.1763653846153845
1996	1.2426037735849058
1997	1.2496730769230773
1998	1.0604999999999998
1999	1.148153846153846
2000	1.5075
2001	1.4303207547169812
2002	1.372038461538461
2003	1.587807692307693
2004	1.8919038461538462
2005	2.32575
2006	2.631
2007	2.8231698113207546
2008	3.3160576923076923
2009	2.3986346153846148
2010	2.8242307692307693
2011	3.587192307692308
2012	3.694641509433962
2013	3.5986538461538466
2014	3.469615384615383
2015	2.482903846153846
2016	2.066722222222222
