1993	1.0475641025641025
1994	1.0580000000000003
1995	1.1099807692307693
1996	1.2146037735849058
1997	1.2054038461538465
1998	1.046576923076923
1999	1.1425192307692307
2000	1.5042115384615387
2001	1.4473207547169813
2002	1.3648461538461534
2003	1.548230769230769
2004	1.8311923076923082
2005	2.2479615384615386
2006	2.547346153846154
2007	2.8156603773584896
2008	3.2246346153846153
2009	2.3422115384615383
2010	2.7787307692307697
2011	3.5320384615384617
2012	3.605264150943397
2013	3.515423076923078
2014	3.3602692307692297
2015	2.4106923076923072
2016	1.9137222222222223
